what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1311643357436
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1311643357468
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1311643357483
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1311643357483
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1311643357483
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1311643357483
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1311643357499
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1311643357499
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1311643357514
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1311643357624
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1311643357655
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1311643357671
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1311643357686
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1311643357686
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1311643357702
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1311643357718
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1311643357733
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1311643357733
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1311643357733
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1311643357749
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1311643357749
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1311643357764
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1311643357780
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1311643357796
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1311643357811
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1311643357811
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1311643357811
started,bundle,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.ui",1311643357843
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1311643357858
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1311643357874
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1311643357889
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1311643357905
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1311643357952
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1311643358014
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1311643358014
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1311643358093
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1311643358124
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1311643358171
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1311643358171
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1311643358218
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1311643358280
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1311643358280
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1311643358296
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1311643358343
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1311643358593
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1311643358733
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1311643358764
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1311643358764
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1311643358764
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1311643358764
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1311643358780
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1311643358796
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1311643358858
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1311643358874
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1311643358936
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1311643358999
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1311643359014
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1311643359077
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1311643359155
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1311643359249
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1311643359311
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1311643359311
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1311643359327
os,sysinfo,,,"win32",1311643359343
arch,sysinfo,,,"x86",1311643359343
ws,sysinfo,,,"win32",1311643359343
locale,sysinfo,,,"en_GB",1311643359343
processors,sysinfo,,,"1",1311643359343
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1311643359343
java.runtime.version,sysinfo,,,"1.6.0_10-b33",1311643359343
java.specification.name,sysinfo,,,"Java Platform API Specification",1311643359343
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1311643359343
java.specification.version,sysinfo,,,"1.6",1311643359343
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1311643359343
java.version,sysinfo,,,"1.6.0_10",1311643359343
java.vm.info,sysinfo,,,"mixed mode",1311643359343
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1311643359343
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1311643359343
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1311643359343
java.vm.specification.version,sysinfo,,,"1.0",1311643359343
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1311643359343
java.vm.version,sysinfo,,,"11.0-b15",1311643359343
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1311643359952
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1311643359952
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1311643360061
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1311643360108
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1311643360374
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.200.v201103311536,"org.eclipse.wst.common.project.facet.ui",1311643366186
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1311643366421
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1311643366436
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1311643366436
started,bundle,org.eclipse.jst.servlet.ui,1.1.500.v201105122000,"org.eclipse.jst.servlet.ui",1311643366468
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1311643366702
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1311643366733
started,bundle,org.eclipse.wst.server.core,1.1.302.v20110518,"org.eclipse.wst.server.core",1311643366936
started,bundle,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui",1311643366983
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1311643367061
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1311643367093
started,bundle,org.eclipse.jst.j2ee.core,1.2.100.v201105122000,"org.eclipse.jst.j2ee.core",1311643369405
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1311643369733
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1311643369843
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1311643369874
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1311643369952
started,bundle,org.eclipse.jst.j2ee,1.1.500.v201105122000,"org.eclipse.jst.j2ee",1311643370093
started,bundle,org.eclipse.jst.j2ee.web,1.1.500.v201103021755,"org.eclipse.jst.j2ee.web",1311643370155
started,bundle,org.eclipse.jst.common.frameworks,1.1.500.v201104081500,"org.eclipse.jst.common.frameworks",1311643370202
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.200.v201008182133,"org.eclipse.jst.common.project.facet.ui",1311643370889
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643371108
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1311643378093
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.300.v20110427,"org.eclipse.jst.server.tomcat.core",1311643378108
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1311643378124
started,bundle,org.eclipse.pde.core,3.7.0.v20110603,"org.eclipse.pde.core",1311643392796
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1311643393764
opened,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1311643394733
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1311643395936
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1311643396468
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1311643396468
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1311643396733
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.500.v201012020700,"org.eclipse.jst.j2ee.navigator.ui",1311643396858
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1311643400671
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1311643400796
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1311643400796
started,bundle,org.eclipse.jst.jee,1.0.401.v201105122000,"org.eclipse.jst.jee",1311643401780
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1311643402608
started,bundle,org.eclipse.jst.jsf.core,1.3.5.v201105031140,"org.eclipse.jst.jsf.core",1311643402780
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1311643404374
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1311643407905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643408139
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1311643410655
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1311643410702
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1311643411468
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1311643411483
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.502.v201105180500,"org.eclipse.jst.j2ee.ejb",1311643412952
started,bundle,org.eclipse.jst.j2ee.jca,1.1.400.v201005270700,"org.eclipse.jst.j2ee.jca",1311643413046
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1311643413327
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1311643413718
started,bundle,org.eclipse.wst.dtd.core,1.1.500.v201103300335,"org.eclipse.wst.dtd.core",1311643413874
started,bundle,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui",1311643414218
started,bundle,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.ui",1311643414249
started,bundle,org.eclipse.jst.jsp.core,1.2.400.v201105162116,"org.eclipse.jst.jsp.core",1311643415780
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1311643416077
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1311643416093
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1311643416155
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1311643421186
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1311643421186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643425264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643436686
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1311643439093
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1311643439124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643447171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643448014
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311643448014
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643471296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643474374
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1311643474405
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643477593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643478671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643479249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643487343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643488264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643490827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643490874
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643491655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311643491655
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311643498155
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311643498671
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1311643499702
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1311643500202
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1311643502733
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1311643504046
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1311643504061
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1311643504139
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1311643504186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643505733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643516968
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1311643517030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643521249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643553577
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643557608
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643572983
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1311643573061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643573389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643573749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643576608
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643580749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643582436
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643583389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311643583639
started,bundle,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui",1311643587889
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1311643588499
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1311643588733
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1311643589983
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1311643590014
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1311643590139
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1311643590686
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1311643591827
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1311643592046
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1311643611093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643614218
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1311643614452
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1311643614468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643620093
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.launchShortcut.run",1311643620218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643621077
error,log,,,"Could not publish server configuration for Tomcat v7.0 Server at localhost.",1311643621108
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1311643621546
error,log,,,"Two or more Web modules defined in the configuration have the same context root (/GroupDoctor). To start this server you will need to remove the duplicate(s).",1311643621936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643627936
started,bundle,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.ui",1311643628405
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1311643632077
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1311643632171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643632858
error,log,,,"Could not publish server configuration for Tomcat v7.0 Server at localhost.",1311643632999
error,log,,,"Two or more Web modules defined in the configuration have the same context root (/GroupDoctor). To start this server you will need to remove the duplicate(s).",1311643633249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643639061
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1311643640655
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.run",1311643643593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643643843
error,log,,,"Could not publish server configuration for Tomcat v7.0 Server at localhost.",1311643643952
error,log,,,"Two or more Web modules defined in the configuration have the same context root (/GroupDoctor). To start this server you will need to remove the duplicate(s).",1311643644202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643645046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643647186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643687264
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.run",1311643693030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643693327
error,log,,,"Could not publish server configuration for Tomcat v7.0 Server at localhost.",1311643693405
error,log,,,"Two or more Web modules defined in the configuration have the same context root (/GroupDoctor). To start this server you will need to remove the duplicate(s).",1311643693686
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311643722389
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1311643723921
